fid,fid_2,calle_numero,codigo_postal,colonia,alcaldia,sup_terreno,sup_construccion,anio_construccion,instal_esp,valor_unitario_suelo,valor_suelo,cve_vus,subsidio,uso_suelo_raw,clasificacion_viabilidad,ratio_construccion_terreno,valor_m2_suelo_estimado,presupuesto_max_m2_alcaldia,accessibility_score,risk_score,commercial_confidence_score,score_tamano,score_subutilizacion,score_viabilidad_normativa,score_accesibilidad,score_riesgo,score_validacion_comercial,opportunity_score
1079090.0,1511378.0,S/N S/N,14906.0,ZONA RUSTICA,TLALPAN,3486018.0,373.0,2009.0,0,297.89,1038449902.02,A141099,0.0,,revision manual,0.00010699887378665285,297.89,17000,0.5,0.8,0.0,1.0,0.9997622247249186,0.6,0.5,0.8,0.0,0.6749524449449837
1007654.0,1372125.0,CARLOS LAZO S/N,14219.0,PARQUE NAL DEL PEDREGAL ( BOSQUE DEL,TLALPAN,1477401.0,1944.0,2009.0,1,11460.85,,C-14-H,0.0,,revision manual,0.0013158242075103509,,17000,0.5,0.8,0.0,0.4236753626315484,0.9970759462055325,0.6,0.5,0.8,0.0,0.5591502617674162
1003626.0,1507801.0,CARR. AJUSCO -PICACHOS/N,0.0,AMPL. EJIDO SAN ANDRES TOT.,TLALPAN,1493564.56,23620.17,2000.0,0,297.89,444917946.7784,A141099,0.0,,revision manual,0.01581462939908001,297.89,17000,0.5,0.8,0.0,0.4283131098255547,0.9648563791131556,0.6,0.5,0.8,0.0,0.5536338977877421
1007653.0,1372126.0,CAM A SANTA TERESA S/N,14219.0,PARQUE NAL DEL PEDREGAL ( BOSQUE DEL,TLALPAN,917526.0,10915.0,2009.0,1,4165.93,,A140107,0.0,,revision manual,0.011896120654891524,,17000,0.5,0.8,0.0,0.263032613741809,0.9735641763224633,0.6,0.5,0.8,0.0,0.5223193580128545
1079918.0,1511349.0,CARR FEDERAL A CUERNAVACA S/N,14905.0,ZONA RUSTICA,TLALPAN,757357.0,10.0,2009.0,0,297.89,225609076.73,A141099,0.0,,revision manual,1.320381273296477e-05,297.89,17000,0.5,0.8,0.0,0.21707594761647622,0.9999706581939267,0.6,0.5,0.8,0.0,0.5184093211620806
1052525.0,112440.0,"CL. GLORIETA SUR, 64",14620.0,CLUB DE GOLF MEXICO,TLALPAN,745805.4,144.58,1990.0,1,4665.24,3479361184.296,A140197,0.0,,revision manual,0.00019385753978182514,4665.24,17000,0.5,0.8,0.0,0.21376149210752385,0.9995692054671514,0.6,0.5,0.8,0.0,0.5176661395149351
1079036.0,1511380.0,S/N S/N,14906.0,ZONA RUSTICA,TLALPAN,560254.0,8.0,2009.0,0,297.89,166894064.06,A141099,0.0,,revision manual,1.4279237631502854e-05,297.89,17000,0.5,0.8,0.0,0.16052195300265293,0.9999682683608189,0.6,0.5,0.8,0.0,0.5070980442726944
1061586.0,1510842.0,CARRETERA MEXICO AJUSCO 4427,0.0,PO DE SANTO TOMAS AJUSCO,TLALPAN,549236.67,5095.96,2000.0,0,297.89,163612111.6263,A141099,0.0,,revision manual,0.009278258860611037,297.89,17000,0.5,0.8,0.0,0.15736079349986143,0.9793816469764199,0.6,0.5,0.8,0.0,0.5023484880952562
1024729.0,1508581.0,"CL. S/N, S/N",14657.0,ZONA RUSTICA,TLALPAN,450004.39,0.0,2016.0,0,1028.27,462726014.1053,A141149,0.0,,revision manual,0.0,1028.27,17000,0.5,0.8,0.0,0.12888846264423057,1.0,0.6,0.5,0.8,0.0,0.5007776925288462
1003620.0,1455905.0,FRACCC.QUE FORM.PART.HACC.DE SN NICOLAS DE ESLAVA,1000.0,SAN ANGEL,TLALPAN,450000.0,0.0,,0,297.89,,A141099,0.0,,revision manual,0.0,,17000,0.5,0.8,0.0,0.12888720303866213,1.0,0.6,0.5,0.8,0.0,0.5007774406077324
1031221.0,1119751.0,"CL. EL MIRADOR, S/N",14657.0,ZONA RUSTICA,TLALPAN,346043.8,0.0,2018.0,1,737.05,255051582.79,A141139,0.0,,revision manual,0.0,737.05,17000,0.5,0.8,0.0,0.09905945625209098,1.0,0.6,0.5,0.8,0.0,0.49481189125041825
1031213.0,1119750.0,FLOR SILVESTRE S/N,14450.0,SAN PEDRO MARTIR,TLALPAN,346005.0,0.0,2009.0,0,737.05,255022985.25,A141139,0.0,,revision manual,0.0,737.05,17000,0.5,0.8,0.0,0.09904832351950438,1.0,0.6,0.5,0.8,0.0,0.4948096647039009
1078816.0,1511802.0,"CL. AUTOPISTA MEXICO CUERNAVACA, S/N",14713.0,ZONA RUSTICA,TLALPAN,315091.87,0.0,2009.0,0,297.89,93862717.1543,A141099,0.0,,revision manual,0.0,297.89000000000004,17000,0.5,0.8,0.0,0.09017853976422709,1.0,0.6,0.5,0.8,0.0,0.49303570795284546
1059616.0,1120887.0,PARAJE LA LECHERA S/N,14653.0,HEROICO COLEGIO MILITAR,TLALPAN,279807.0,0.0,2010.0,0,1361.68,381007595.76,A140447,0.0,,revision manual,0.0,1361.68,17000,0.5,0.8,0.0,0.08005438971105969,1.0,0.6,0.5,0.8,0.0,0.491010877942212
1069655.0,199874.0,"CARRETERA FEDERAL MEXICO-CUERNAVACA, S/N",14550.0,ZONA RUSTICA,TLALPAN,243795.1,217.12,2008.0,1,297.89,72624122.339,A141099,0.0,,revision manual,0.0008905839370848716,297.89,17000,0.5,0.8,0.0,0.06972163577715942,0.9980209245842558,0.6,0.5,0.8,0.0,0.4885485120722831
1069652.0,1511640.0,"CMO. ANTIGUO SANTA ANA, 28",14550.0,ZONA RUSTICA,TLALPAN,204489.94,0.0,2020.0,0,297.89,60915508.2266,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.05844395960310087,1.0,0.6,0.5,0.8,0.0,0.4866887919206202
1019453.0,1120495.0,AV CANTERA 210,14410.0,FUENTES BROTANTES,TLALPAN,188282.0,0.0,2007.0,0,1028.27,193604732.14,A141149,0.0,,revision manual,0.0,1028.27,17000,0.5,0.8,0.0,0.05379347862888347,1.0,0.6,0.5,0.8,0.0,0.48575869572577673
1004665.0,948834.0,AV INSURGENTES SUR S/N,14030.0,ISIDRO FABELA,TLALPAN,206985.0,813.0,2009.0,1,13195.33,,C-14-F,0.0,,revision manual,0.00392782085658381,,17000,0.5,0.8,0.0,0.05915985743216063,0.9912715092075916,0.6,0.5,0.8,0.0,0.48508627332795046
1033464.0,1124435.0,"CL. S/N, S/N",14657.0,ZONA RUSTICA,TLALPAN,171546.81,150.77,2009.0,0,737.05,126438576.3105,A141139,0.0,,revision manual,0.0008788854773807802,737.05,17000,0.5,0.8,0.0,0.0489917158697103,0.998046921161376,0.6,0.5,0.8,0.0,0.4844077274062173
1069302.0,1510665.0,ACUEDUCTO 461,14710.0,SANTO TOMAS AJUSCO,TLALPAN,162614.0,0.0,2000.0,0,297.89,48441084.46,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.04642865955587283,1.0,0.6,0.5,0.8,0.0,0.48428573191117463
1079051.0,1511350.0,TERRENO TEPEYAHUALT S. N. S. N.,14905.0,SAN MIGUEL TOPILEJO,TLALPAN,160000.0,0.0,2007.0,0,297.89,47662400.0,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.04567863473676539,1.0,0.6,0.5,0.8,0.0,0.4841357269473531
1003625.0,1455907.0,CARR. PICACHO-AJUSCO KM.12.400,14760.0,VILLAS CAMPESTRES,TLALPAN,115000.0,0.0,2000.0,0,297.89,34257350.0,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.03276696034509176,1.0,0.6,0.5,0.8,0.0,0.48155339206901837
982540.0,878599.0,"CL. LINEA 6, S/N",14110.0,AMPLIACION FUENTES DEL PEDREGAL,TLALPAN,112891.53,0.0,2010.0,0,6926.73,781969147.5969,A141161,0.0,,revision manual,0.0,6926.73,17000,0.5,0.8,0.0,0.032161985276100376,1.0,0.6,0.5,0.8,0.0,0.4814323970552201
1078960.0,1511391.0,S/N S/N,14905.0,ZONA RUSTICA,TLALPAN,111524.0,21.0,2009.0,0,297.89,33221884.36,A141099,0.0,,revision manual,0.0001883002761737384,297.89,17000,0.5,0.8,0.0,0.03176960522985937,0.9995815549418361,0.6,0.5,0.8,0.0,0.48127023203433916
1030402.0,1508432.0,KM 5 CARR PICACHO AJUSCO FUENTES BROTANTES SN,14250.0,AJUSCO,TLALPAN,90327.0,0.0,2007.0,0,1028.27,92880544.29,A141149,0.0,,revision manual,0.0,1028.27,17000,0.5,0.8,0.0,0.0256876327391859,1.0,0.6,0.5,0.8,0.0,0.4801375265478372
1064152.0,1510938.0,AV MIGUEL HIDALGO S/N,14700.0,SANTO TOMAS AJUSCO,TLALPAN,80705.0,0.0,2007.0,0,297.89,24041212.45,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.022926829828148483,1.0,0.6,0.5,0.8,0.0,0.47958536596562973
1005028.0,119954.0,"AVD. SAN FERNANDO, 547",14070.0,BARRIO SAN FERNANDO,TLALPAN,116407.32,542.2,1988.0,1,2471.74,287728629.1368,A140097,0.0,,revision manual,0.004657782689267307,2471.74,17000,0.5,0.8,0.0,0.03317075718075598,0.9896493718016282,0.6,0.5,0.8,0.0,0.47956402579647683
1078822.0,1511902.0,CARRETERA FED MEXICO CUERNAVACA S/N,14713.0,ZONA RUSTICA,TLALPAN,77761.0,0.0,2007.0,0,297.89,23164224.29,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.022082119396835433,1.0,0.6,0.5,0.8,0.0,0.4794164238793671
1078814.0,1511809.0,CARRETERA FEDERAL MEXICO CUERNAVACA KM 34.5,14713.0,LA RAIZ,TLALPAN,75000.0,0.0,2010.0,0,297.89,22341750.0,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.02128991644138186,1.0,0.6,0.5,0.8,0.0,0.4792579832882764
982538.0,878605.0,"ANILLO PERIFERICO BOULEVARD ADOLFO RUIZ CORTINES, S/N",14110.0,AMPLIACION FUENTES DEL PEDREGAL,TLALPAN,70088.86,0.0,2013.0,0,6926.73,485486609.2278,A141161,0.0,,revision manual,0.0,6926.7300000000005,17000,0.5,0.8,0.0,0.019880782206450214,1.0,0.6,0.5,0.8,0.0,0.4789761564412901
1061604.0,1510544.0,AV LAS FUENTES 355,14715.0,PEDREGAL DE SAN ANGEL,TLALPAN,68633.0,0.0,2007.0,0,160.14,10990888.62,A140180,0.0,,revision manual,0.0,160.14,17000,0.5,0.8,0.0,0.019463057978008836,1.0,0.6,0.5,0.8,0.0,0.4788926115956018
1002244.0,1507802.0,CARR PANORAMICA AJUSCO KM 9 VELVERDE,14734.0,NAN,TLALPAN,64000.0,0.0,2007.0,0,297.89,19064960.0,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.018133729367861638,1.0,0.6,0.5,0.8,0.0,0.47862674587357235
982535.0,878608.0,"ANILLO PERIFERICO BOULEVARD ADOLFO RUIZ CORTINES, S/N",14110.0,AMPLIACION FUENTES DEL PEDREGAL,TLALPAN,63242.07,0.0,2013.0,0,6926.73,,A141161,0.0,,revision manual,0.0,,17000,0.5,0.8,0.0,0.017916259470713167,1.0,0.6,0.5,0.8,0.0,0.47858325189414264
1019274.0,1120497.0,MATAMOROS 211,14410.0,AMPL MIGUEL HIDALGO,TLALPAN,58708.0,0.0,2007.0,0,1028.27,60367675.16,A141149,0.0,,revision manual,0.0,1028.27,17000,0.5,0.8,0.0,0.016615316459400818,1.0,0.6,0.5,0.8,0.0,0.47832306329188023
1066473.0,1510807.0,TERR TRAS EL CERRO MANINALI,14790.0,NAN,TLALPAN,56544.0,0.0,2007.0,0,297.89,16843892.16,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.015994408384210113,1.0,0.6,0.5,0.8,0.0,0.47819888167684205
1075048.0,1511666.0,LOS APAPAXTLES,14500.0,SANTO TOMAS AJUSCO,TLALPAN,55674.0,0.0,2000.0,0,203.44,11326318.56,A140360,0.0,,revision manual,0.0,203.44,17000,0.5,0.8,0.0,0.01574478267930442,1.0,0.6,0.5,0.8,0.0,0.4781489565358609
1068373.0,1510636.0,"CL. TLALOC, LT-26 PRED SAN JERONIMO",14520.0,ZONA RUSTICA,TLALPAN,54350.83,0.0,2014.0,0,297.89,16190568.7487,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.015365130674752626,1.0,0.6,0.5,0.8,0.0,0.47807302613495056
982534.0,878873.0,"ANILLO PERIFERICO BOULEVARD ADOLFO RUIZ CORTINES, S/N",14110.0,AMPLIACION FUENTES DEL PEDREGAL,TLALPAN,53101.99,0.0,2013.0,0,6926.73,367823147.1927,A141161,0.0,,revision manual,0.0,6926.7300000000005,17000,0.5,0.8,0.0,0.0150068058870349,1.0,0.6,0.5,0.8,0.0,0.478001361177407
1019341.0,1120496.0,RINCONADA CORREGIDORA S/N,14410.0,FUENTES BROTANTES,TLALPAN,52086.0,0.0,2009.0,0,1028.27,53558471.22,A141149,0.0,,revision manual,0.0,1028.27,17000,0.5,0.8,0.0,0.014715291841141644,1.0,0.6,0.5,0.8,0.0,0.47794305836822837
1061597.0,1510552.0,CAMINO REAL DE CANOAS 393,14710.0,SANTO TOMAS AJUSCO,TLALPAN,51957.0,0.0,2000.0,0,297.89,15477470.73,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.01467827837455218,1.0,0.6,0.5,0.8,0.0,0.4779356556749105
1077773.0,1511742.0,SAN MIGUEL L32,14500.0,ZONA RUSTICA,TLALPAN,51232.0,0.0,2000.0,0,297.89,15261500.48,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.014470256953797438,1.0,0.6,0.5,0.8,0.0,0.4778940513907595
1004663.0,119992.0,"AVD. SAN FERNANDO, 649",14060.0,PEÑA POBRE,TLALPAN,86697.21,408.58,1997.0,1,3811.13,330414337.9473,A141357,0.0,,revision manual,0.004712723742782495,3811.13,17000,0.5,0.8,0.0,0.02464615125940472,0.9895272805715944,0.6,0.5,0.8,0.0,0.47783468636619986
1061483.0,1511266.0,"EX-HDA XOCO PREDIO DENOMIN ""CORRAL DE CABRAS""",14735.0,SAN ANDRES TOTOLTEPEC,TLALPAN,49777.0,0.0,2000.0,0,297.89,14828070.53,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.01405277948179999,1.0,0.6,0.5,0.8,0.0,0.47781055589636
1077167.0,912945.0,LECHO DE ARROYO S/N JTO AL 11,14500.0,SAN MIGUEL TOPILEJO,TLALPAN,48000.0,0.0,2000.0,0,648.41,31123680.0,A140880,0.0,,revision manual,0.0,648.41,17000,0.5,0.8,0.0,0.013542911806377678,1.0,0.6,0.5,0.8,0.0,0.47770858236127556
982533.0,878593.0,"CL. LINEA 1, S/N",14110.0,AMPLIACION FUENTES DEL PEDREGAL,TLALPAN,46942.13,0.0,2010.0,0,6926.73,325155460.1349,A141161,0.0,,revision manual,0.0,6926.73,17000,0.5,0.8,0.0,0.013239381295517239,1.0,0.6,0.5,0.8,0.0,0.4776478762591035
1068372.0,1511065.0,CDA. QUETZALCOATL S/N,14520.0,ZONA RUSTICA,TLALPAN,46823.0,0.0,2000.0,0,297.89,13948103.47,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.013205199789511015,1.0,0.6,0.5,0.8,0.0,0.47764103995790225
982537.0,878609.0,"ANILLO PERIFERICO BOULEVARD ADOLFO RUIZ CORTINES, S/N",14110.0,AMPLIACION FUENTES DEL PEDREGAL,TLALPAN,65224.47,168.37,2013.0,0,6926.73,451792293.0831,A141161,0.0,,revision manual,0.0025813931489209493,6926.7300000000005,17000,0.5,0.8,0.0,0.01848506176658103,0.9942635707801757,0.6,0.5,0.8,0.0,0.47754972650935135
1047782.0,188737.0,PUENTE 224,14387.0,EX-HACIENDA SAN JUAN DE DIOS,TLALPAN,65250.0,181.0,1986.0,1,3027.07,197516317.5,A140384,0.0,,revision manual,0.002773946360153257,3027.07,17000,0.5,0.8,0.0,0.01849238698985257,0.993835674755215,0.6,0.5,0.8,0.0,0.4774656123490135
1078878.0,1512044.0,"CL. AUTOPISTA MEXICO CUERNAVACA, Z04 P01 PARCELA 128",14657.0,ZONA RUSTICA,TLALPAN,43581.17,0.0,2017.0,0,297.89,12982394.7313,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.012275034158551919,1.0,0.6,0.5,0.8,0.0,0.4774550068317104
1068379.0,1511072.0,"CL. TLALOC, S/N ALOLICA",14520.0,ZONA RUSTICA,TLALPAN,43198.12,0.0,2016.0,0,297.89,12868287.9668,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.012165127116869017,1.0,0.6,0.5,0.8,0.0,0.47743302542337385
1078480.0,1511748.0,TERR. APATENCO S/N,14500.0,SAN MIGUEL TOPILEJO,TLALPAN,43125.0,0.0,2000.0,0,297.89,12846506.25,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.012144147080613035,1.0,0.6,0.5,0.8,0.0,0.47742882941612264
1078932.0,1511377.0,S/N S/N,14906.0,ZONA RUSTICA,TLALPAN,45453.0,15.0,2009.0,0,297.89,13539994.17,A141099,0.0,,revision manual,0.00033001122038149296,297.89,17000,0.5,0.8,0.0,0.01281211103580895,0.9992666417324856,0.6,0.5,0.8,0.0,0.4774157505536589
1079929.0,1512054.0,"CARRETERA FEDERAL MEXICO-CUERNAVACA, P 358-Z05P01 EJ TOPILEJO",14657.0,ZONA RUSTICA,TLALPAN,42843.85,0.0,2018.0,0,297.89,12762754.4765,A141099,0.0,,revision manual,0.0,297.89000000000004,17000,0.5,0.8,0.0,0.012063477808274834,1.0,0.6,0.5,0.8,0.0,0.477412695561655
1080001.0,1512080.0,"CL. AUTOPISTA MEXICO CUERNAVACA, PARCELA 318 Z-4 PO1",14657.0,ZONA RUSTICA,TLALPAN,42060.89,0.0,2021.0,0,297.89,12529518.5221,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.011838826150903616,1.0,0.6,0.5,0.8,0.0,0.47736776523018076
1067255.0,909448.0,HERMANOS RAYON S/N,14710.0,SAN MIGUEL AJUSCO,TLALPAN,41982.82,0.0,2000.0,0,639.35,26841715.967,A140870,0.0,,revision manual,0.0,639.35,17000,0.5,0.8,0.0,0.01181642583046455,1.0,0.6,0.5,0.8,0.0,0.47736328516609294
1078868.0,1512039.0,"CL. AUTOPISTA MEXICO CUERNAVACA, PARCELA 65 Z04 P01",14904.0,ZONA RUSTICA,TLALPAN,41071.49,0.0,2016.0,0,297.89,12234786.1561,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.01155494146994535,1.0,0.6,0.5,0.8,0.0,0.4773109882939891
1078872.0,1512042.0,"CL. AUTOPISTA MEXICO CUERNAVACA, PARCELA 84 Z04 P01",14904.0,ZONA RUSTICA,TLALPAN,40899.42,0.0,0.0,0,297.89,12183528.2238,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.011505570096332568,1.0,0.6,0.5,0.8,0.0,0.47730111401926656
1079964.0,1512078.0,"CL. AUTOPISTA MEXICO CUERNAVACA, Z-4 P-1 PARCELA 333",14904.0,ZONA RUSTICA,TLALPAN,40765.7,0.0,2018.0,0,297.89,12143694.373,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.011467202338562466,1.0,0.6,0.5,0.8,0.0,0.4772934404677125
1007650.0,1381527.0,"CMO. A SANTA TERESA, 480",14266.0,ZACAYUCAN PEÑA POBRE,TLALPAN,79248.6,394.21,2000.0,1,4165.93,330144120.198,A140107,0.0,,revision manual,0.004974346549970598,4165.93,17000,0.5,0.8,0.0,0.022508950659614408,0.9889458965556209,0.6,0.5,0.8,0.0,0.4772909694430471
1079963.0,1512079.0,"CL. AUTOPISTA MEXICO CUERNAVACA, PARCELA 341-Z-4 P-01",14904.0,ZONA RUSTICA,TLALPAN,40521.67,0.0,2017.0,0,297.89,12071000.2763,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.011397183762966907,1.0,0.6,0.5,0.8,0.0,0.47727943675259343
1078870.0,1512041.0,"CL. AUTOPISTA MEXICO CUERNAVACA, PARCELA 73 Z04 P01",14904.0,ZONA RUSTICA,TLALPAN,40505.62,0.0,0.0,0,297.89,12066219.1418,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.011392578599100546,1.0,0.6,0.5,0.8,0.0,0.47727851571982016
1078873.0,1512043.0,"CL. AUTOPISTA MEXICO CUERNAVACA, PARCELA 72 Z04 P01",14904.0,ZONA RUSTICA,TLALPAN,39438.66,0.0,2018.0,0,297.89,11748382.4274,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.011086439930012987,1.0,0.6,0.5,0.8,0.0,0.4772172879860026
1078879.0,1512045.0,"CL. S/N, PARCELA 98 Z-4 P-01",14657.0,ZONA RUSTICA,TLALPAN,39301.04,0.0,2017.0,0,297.89,11707386.8056,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.011046953160462272,1.0,0.6,0.5,0.8,0.0,0.4772093906320925
1078865.0,1512046.0,"CL. AUTOPISTA MEXICO CUERNAVACA, PARCELA 94 Z-4 P-01",14904.0,ZONA RUSTICA,TLALPAN,38261.39,0.0,2017.0,0,297.89,11397685.4671,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.010748650443099972,1.0,0.6,0.5,0.8,0.0,0.47714973008862005
985959.0,188674.0,"EJE 2 OTE CANAL DE MIRAMONTES, 3155",14320.0,VERGEL COAPA,TLALPAN,40684.7,19.29,1988.0,0,5212.37,212063709.739,C-14-B,0.0,,revision manual,0.0004741340110655849,5212.37,17000,0.5,0.8,0.0,0.011443961324657453,0.9989463688642987,0.6,0.5,0.8,0.0,0.47707806603779124
1061601.0,1510562.0,CUAMINO,14715.0,SANTO TOMAS AJUSCO,TLALPAN,35478.0,0.0,2000.0,0,297.89,10568541.42,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.009950023212321295,1.0,0.6,0.5,0.8,0.0,0.4769900046424643
1061605.0,1510568.0,ITZINTLALMEDIO PUEBLO DEL AJUSCO,14710.0,SANTO TOMAS AJUSCO,TLALPAN,34417.0,0.0,2000.0,0,297.89,10252480.13,A141099,0.0,,revision manual,0.0,297.89000000000004,17000,0.5,0.8,0.0,0.00964559462277539,1.0,0.6,0.5,0.8,0.0,0.47692911892455514
1077984.0,1511417.0,CAMINO ANTIGUO A CUERNAVACA NUM. 103,14500.0,SAN MIGUEL TOPILEJO,TLALPAN,33887.0,0.0,2007.0,0,297.89,10094598.43,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.009493523791051233,1.0,0.6,0.5,0.8,0.0,0.4768987047582103
1078820.0,1511904.0,CARRETERA FED MEXICO CUERNAVACA S/N,14713.0,ZONA RUSTICA,TLALPAN,33540.0,0.0,2007.0,0,297.89,9991230.6,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.009393960435186552,1.0,0.6,0.5,0.8,0.0,0.4768787920870373
1069184.0,1510634.0,"CL. FC DE CUERNAVACA, S/N",14520.0,ZONA RUSTICA,TLALPAN,36411.77,16.35,2000.0,1,297.89,10846702.1653,A141099,0.0,,revision manual,0.0004490306293816533,297.89000000000004,17000,0.5,0.8,0.0,0.010217946194470475,0.9990021541569296,0.6,0.5,0.8,0.0,0.47684402007028004
982531.0,878870.0,"CL. LINEA 5, S/N",14110.0,AMPLIACION FUENTES DEL PEDREGAL,TLALPAN,32613.07,0.0,2010.0,0,6926.73,225901930.3611,A141161,0.0,,revision manual,0.0,6926.73,17000,0.5,0.8,0.0,0.009128000027544905,1.0,0.6,0.5,0.8,0.0,0.476825600005509
982536.0,878871.0,"ANILLO PERIFERICO BOULEVARD ADOLFO RUIZ CORTINES, S/N",14110.0,AMPLIACION FUENTES DEL PEDREGAL,TLALPAN,32530.8,0.0,2013.0,0,6926.73,,A141161,0.0,,revision manual,0.0,,17000,0.5,0.8,0.0,0.00910439461749595,1.0,0.6,0.5,0.8,0.0,0.4768208789234992
1067254.0,909487.0,HERMANOS RAYON S/N,14710.0,SAN MIGUEL AJUSCO,TLALPAN,32530.0,0.0,2000.0,0,639.35,20798055.5,A140870,0.0,,revision manual,0.0,639.35,17000,0.5,0.8,0.0,0.009104165076617876,1.0,0.6,0.5,0.8,0.0,0.47682083301532363
1050297.0,169169.0,"ANILLO PERIFERICO BOULEVARD ADOLFO RUIZ CORTINES, 6666",14380.0,SAN BARTOLO EL CHICO,TLALPAN,45043.3,81.0,2019.0,1,3936.57,177316103.481,A141174,0.0,,revision manual,0.0017982696649668207,3936.5699999999997,17000,0.5,0.8,0.0,0.012694557413625202,0.9960038451889626,0.6,0.5,0.8,0.0,0.4767396805205176
982530.0,878598.0,"CL. LINEA 2, S/N",14110.0,AMPLIACION FUENTES DEL PEDREGAL,TLALPAN,30225.31,0.0,2010.0,0,6926.73,209362561.5363,A141161,0.0,,revision manual,0.0,6926.73,17000,0.5,0.8,0.0,0.008442889368756847,1.0,0.6,0.5,0.8,0.0,0.4766885778737514
1078812.0,1511910.0,CAM. AL LLANO DE LA VIUDA S/N,14713.0,SAN MIGUEL TOPILEJO,TLALPAN,30000.0,0.0,2000.0,0,297.89,8936700.0,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.008378242049708225,1.0,0.6,0.5,0.8,0.0,0.4766756484099417
1072119.0,1468265.0,CAMINO PLAN DE AYALA NO. 4,14476.0,LA PALMA,TLALPAN,29994.0,0.0,2000.0,0,381.5,11442711.0,A141159,0.0,,revision manual,0.0,381.5,17000,0.5,0.8,0.0,0.008376520493122668,1.0,0.6,0.5,0.8,0.0,0.4766753040986246
1078921.0,1510541.0,"CL. S/N, XIXICAXIOTO",14714.0,ZONA RUSTICA,TLALPAN,29810.35,0.0,2016.0,0,297.89,8880205.1615,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.00832382651529976,1.0,0.6,0.5,0.8,0.0,0.47666476530306
1059397.0,1468215.0,"CL. S/N, S/N",14653.0,HEROICO COLEGIO MILITAR,TLALPAN,29565.38,0.0,0.0,0,1361.68,40258586.6384,A140447,0.0,,revision manual,0.0,1361.68,17000,0.5,0.8,0.0,0.008253538229172465,1.0,0.6,0.5,0.8,0.0,0.4766507076458345
1078920.0,1510539.0,"CL. S/N, TERRENO ZIZICAYOTO",14714.0,ZONA RUSTICA,TLALPAN,28360.11,0.0,2016.0,0,297.89,8448193.1679,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.007907714811526854,1.0,0.6,0.5,0.8,0.0,0.47658154296230537
1077827.0,1511741.0,TERRENO DENOMINADO LA ERA,14500.0,PBO. SAN MIGUEL TOPILEJO,TLALPAN,27889.0,0.0,2000.0,0,297.89,8307854.21,A141099,0.0,,revision manual,0.0,297.89,17000,0.5,0.8,0.0,0.007772541057689935,1.0,0.6,0.5,0.8,0.0,0.476554508211538
1059959.0,862088.0,"CL. CAÑAVERALES, 222 FRACCION C",14330.0,GRANJAS COAPA,TLALPAN,27642.86,0.0,2007.0,1,3510.59,97042747.8874,A141104,0.0,,revision manual,0.0,3510.59,17000,0.5,0.8,0.0,0.007701917068028456,1.0,0.6,0.5,0.8,0.0,0.4765403834136057
